,username,comment,date,likes
215,@markgrant5396,"Over and over and over, I am reading these comments and again they are missing the MASSIVE point: the police CANNOT discharge their weapon unless they are in Danger. Not if the suspect is resisting, not if he runs away, not even if he grabs a taser, it has to do with the Officer being in Danger. None of those were in play as the suspect was fleeing and the Officer choose to discharge his weapon.",3 years ago,0
216,@musiccommands8615,"To those curious, in the full video Rayshard takes the cop's stun gun and tries to shoot the cop with it. With everything in mind, I still don't think that warrant's shooting him in the back with a real gun.",3 years ago,6
217,@tracyis300,The cops panicked and opened fire when they seen that he took the taser... they should’ve just called in backup and pursue the guy.,3 years ago,4
218,@sonk-rays5798,The thing is didn't have to kill him I think he was just complying initially but he should have never fought back. He put the cops in a difficult position. But the cops could have also taken his keys and drove him. Then issue a summons so you can appear in court.,3 years ago,2
219,@ryanmax-grappler8654,Man I got a job. Ain't even gonna protest this one. You shouldn't assault cops and steal a taser,3 years ago,47
220,@44125,"This guy doesn’t mention the perp took the taser and while he was running away turned around and pointed it at the officer.... all this guy had to do was go to jail, sleep it off and he would still be alive today. It’s his own fault",3 years ago,0
221,@kylewashington6635,So they weren't strong enough or fast enough to catch him and just shot him smh,3 years ago,1
222,@davidflaherty8592,The officer got his feelings hurt in the scuffle so he shot Rayshard in the back. There..fixed it for you.,3 years ago,12
223,@lukek8357,The thing I'm looking at is the driving under the influence issue. This car appears to be stopped and parked with him asleep in the driver's seat. Yes I know he's not properly parked but until the officers asked him to move and park in a specific spot can you call it driving under the influence?,3 years ago,0
224,@danlivewell2853,"The pat down for weapons didn't look very through.  The officer at that point didn't believe he was armed, however weapons are sometimes missed.  The struggle ensued & the taser was taken from the Officer.  Charges went quickly from suspected DUI,  to Resisting Arrest,  Simple Assault, to a forcible felony of Strong Arm Robbery when the Taser was taken, Theft of the Taser, Aggravated Assault by pointing & Firing at the Officer.  The Taser when fired by the fleeing felon, is the first shot heard and seen.  It sounds just like a firearm when discharged.  The Officer then discharged his weapon.  Put yourself in the Officers shoes, would you be in fear for your life in those split seconds and at that point.  Does the Officer have to engage in another struggle with him and possibly have his gun taken and used on him?  There was nothing racist about this incident.  Watch the 43 minute Officers camera.  The force continuem scale went from one end to the other, with deadly force being used against a forcible fleeing felon.",3 years ago,0
225,@Besteverscenes,In our country they dont shoot you in this type of situation they beat you up and make you realize that this was a bad idea,3 years ago,0
226,@toddbertram6556,"Georgia law, a taser is considered a firearm and 2 weeks ago a tazer was ruled a deadly weapon when used on a citizen.",3 years ago,0
227,@brainwashingdetergent4128,Everybody talking about calling an uber. Dude should have called one before he left the house. How about that?,3 years ago,49
228,@timothykozlowski2732,Don't start a fight with the police.,3 years ago,13
229,@petepete2284,"I can see why a man with skin  not  white would be afraid of any cop all the time . What MUST be going through  Ray's  head is  ""I dont wanna die  so I'll run away"" I see a man afraid for his life .  and wow   what do ya know . he was right.   POLICE NEED TO BE TRAINED DIFFERENTLY  IF THEY WANT TO SURVIVE.",3 years ago,0
230,@dgwristen,"to the cop that shot rayshard brooks , did it embarrass you of how he got your taser ? how do you feel after shooting and killing him as opposed to what all cops are trained to do? you should have wounded him , and if you need three bullets to wound a suspect , you should never have been allowed to be on the force in the first place . i find it hard to believe that you were that bad a shot.",3 years ago,0
231,@Usernameusername206,"Lesson here is don't resist the Police, and don't fire a taser gun at them!",3 years ago,12
232,@2002sandy2002,"It's easy to monday night quarterback the situation after watching the altercation multiple times, in slow mo, from the comfort of your home. Their need to be a link to the nearest police department recruiting office in ever comment section.",3 years ago,1
233,@undeadwaluwugi758,Why show only the bodycam though? There is an entire part that's missing. The part where the man tries shooting an officer with a stolen taser.,3 years ago,1
234,@JKis_right,But the cops have his car....they should have just waited for him to come back for his car....or just impound the car and either pick him up at his house or when he goes to retrieve his car..,3 years ago,9
235,@steverowe3,You're right Charles because having a cops Tazer is not being armed️,3 years ago,0
236,@dende890,"The critical point is not the what happens in the video but how people behave in a stressful situation because every such killing is starting from the one an only point - disobedience to the police. It’s not like a Black man was walking doing nothing and they just shot him even before he turns his head in their direction. All who were shot were this or that way refusing to be arrested. On the other side no one, even the police officers, said that they are people and are afraid when the situation from peaceful going to danger and their adrenalin uncontrollably going up, the heart starts pumping more blood into the veins for the burst of energy, the brain is frantically searching the unconscious mind sorting thousands of previous situations for the reaction and action to protect their life or just from a harm.",3 years ago,0
237,@thomasrogers9146,JUST LET HIM GO. GIVE HIM A RIDE HOME. YOU DO NOT HAVE TO ARREST HIM.,10 months ago,0
238,@OmaOmaO,"just for more clarity, there's another that has the perspective of the dashcam. It's much clearer. Though I think it's pretty obvious from this video that Brooks was resisting.",3 years ago,0
239,@stornkolson,"I do feel bad that a guy got killed, but ive been busted before and even if i didnt grab the cops taser, if id have run they woulda shot me, im sure.  at that point, you cant run from the cops",3 years ago,0
240,@KenCook,"You left out a lot. Firstly, they asked him to move TWICE. He actually went back to sleep after the first time then asked him.",3 years ago,11
241,@Jason-fw2rc,"So here's the information I've gathered from other videos since CNN loves cutting out that good important stuff. 
The officers had a chat with the guy for a good while to which he admitted and the officers also did the breathalyzer test that wasn't shown in this video (because CNN loves to cut out that important content) and he was way over the limit. After learning that he's way over the limit, the officers try to make an arrest but things get antsy and the dude begins to struggle against the cops taking one of the officer's taser and begins to take off, while he takes off, he points the taser and SHOOTS at the cop right behind him, and yes he actually shot the taser, watch this video.",3 years ago,0
242,@WINGUS,"If he gets away, you have his car and identity. Put a warrant out for his arrest. Don’t stop his life because he is running from you. Cops are too proud and bloodthirsty to let an unarmed man run away and try to arrest him later.",3 years ago,1
243,@DonLytle68,Yep officers treated him with respect and everything was great right up to well ur under arrest,3 years ago,0
244,@walterbrown2425,Nothing to see here️. The officer did the best he could. It’s sad that this has to happen!,3 years ago,4
245,@marineidebalzer3776,The policeman has to listen  and after  see what type the help the. person need. Special  with if don't have  drugs  or guns. When you shut  somebody if your life in danger's. But don't  do for killing.,3 years ago,2
246,@poeticallyso6129,"So he flees, he lives another day for you to catch him and bring him to justice.

You shoot, so that he doesn't flee and catch him dead. What good justice is this?",3 years ago,66
247,@michaeleverest3487,"Ok, to help clarify what happened: yes he resisted arrest and took one of their tazers, attempted to flee and during that moment turned and possibly fired the tazer. Now, under their laws they CAN NOT use deadly force on suspects unless a life is in actual danger and not doing so would mean a loss of life. That he had their tazer does not clear the officers for the use of deadly force because a tazer is a non lethal device, And they patted him down and were about to cuff him  which suggests they felt comfortable he had no weapons on him before the tazer.",3 years ago,6
248,@adamsanchez5740,Taser: a non-lethal weapon that’s used to incapacitate someone. Vs. A gun: a weapon that has the potential to Maime/kill someone. So I’m not understanding how people are gonna try and defend this when it was a dui but as soon as he runs away the gun is pulled out,3 years ago,9
249,@awokenajin6620,1:25 That one guy that recorded the fight.,3 years ago,1
250,@pn3940,"I hear blame on the police side, but I never heard any single suggestion from these leaders telling people NOT to resist arrests.  And obviously, don't run away, don't take tasers from police.  How do we know that he (intoxicated) didn't even think that was a gun?  That kind of action is criminal.",3 years ago,0
251,@Droskie83,"Usually when one is drunk, they don't make good decisions. Perfect example.
Tons of footage, failed sobriety test, and attacking an officer. 
Cant fix stupid.",3 years ago,0
252,@FAVanguard,"When someone fires a taser that you  yourself was prepared to use on him, that doesnt warrant a lethal force in return. The decision to use a gun was disproportionate to the threat of a taser",3 years ago,7
253,@marcwareham9351,"I’ve seen the whole arrest, 45 mins of it. The police did a great job but the suspect made a mistake grabbing the taser arming himself. It’s tragic but suspects need to comply. What if he tasered the police, then took the gun.",3 years ago,0
254,@hawaiiopihi,"Since Ramsey took the taser, is it possible that he could shoot the officer, stun him, then go back and get his gun and do something more?  While that could be possible, since there were two officers, it makes it difficult to understand why they officers had to use deadly force in the moment. BLM! However, we need to also give officers that risk their lives to protect us everyday the opportunity to hear their story as well.  Also, must say that this guy also did not have to get shot if he didn’t run and take the taser from the officer. What was he thinking?!",3 years ago,0
255,@mrsrockofagesusa6046,"Don’t resist arrest it’s that simple,if you do there’s not going to be a good out come !",3 years ago,0
256,@simpleman8055,The last time I checked when you get in a fight you take the chance of killing someone so in my book that would be self-defense after attempting to murder a cop by punching him in the face then he turned and try to shoot another cop with a Weapon,3 years ago,3
257,@faustomadebr,"Blocking the path, DUI, resisting arrest and (not on this video) assaulting and officer with a taser while trying to scape. What can we expect from this?",3 years ago,0
258,@growthisfreedomunitedearth7584,Doesn't justify the shooting at all.  But it was informative and I appreciate the transparency.,3 years ago,6
259,@Spherex,"Perfectly justified.  Don't wanna get shot, don't take a police officers weapon and fire it at them.  This guy TOOK the officers stun gun away from one of the officers and then fired it at them as he ran away.  Anyone trying to make this out as him being unarmed is purposefully leaving out the truth.",3 years ago,0
260,@supporterofeverythingyouli6255,ANOTHER EXCELLENT EXAMPLE OF HOW DRUG'S AND ALCOHOL ARE ALWAYS THE COMMON DENOMINATOR BEHIND EACH AND EVERYONE OF THESE INCIDENTS!,3 years ago,7
261,@EdugeBDroN,"I don't care what they show us, the man was asleep in his car. 
They have no business talking to him beyond checking if he's dead or alive. 
Once he woke up, they should have left without him having to open his door.",3 years ago,0
262,@PeepGame21,"They could’ve simply given the dude a ride home, you see he didn’t want any problems to began with",3 years ago,3
263,@atlguera564,"Most of our phones are NOT WORKING for basic calls here in Atlanta.....
Anyone else experiencing this ???",3 years ago,0
264,@bokkeumjaeyuk3391,WHY DID CNN EDIT THE VIDEO TAKE OUT THE PART WHERE HE TOOK THE TASER GUN?,3 years ago,170
265,@KnightDriveTV,"I'm thinking a GREAT lesson literally everyone can learn is, if you choose to not get into a brawl with police officers and fight to steal their weapons, while intoxicated,  your chances of survival go up exponentially.  Crazy concept to put together but...I'm betting he'd be alive had he not decided to get into a fist fight while drunk, with the cops.   I could be wrong but...I'm just glad all those people at Wendy's lost their jobs now, who have families to feed.  Makes sense...yeah...",3 years ago,0
266,@pancakewafflesoup8156,"This doesnt show what happened at all in the video from the front of the police car, it shows the suspect grabbing the taser out of officers hands and then shots it towards the other officer who has his taser out. The suspect misses and the officer misses too. Then the suspect attempts to flee with the taser hence the officer needed to shot him. Sad, avoidable but the officers were out of options.",3 years ago,0
267,@Vini-fq6zk,Did they kill a guy because He was drunk? This is unbeliavable.,3 years ago,0
268,@curtiskellam5358,"An unarmed man resisting arrest is not a capital offense.  A man running away from a police officer even while firing a taser at that officer is also not a capital offense.  So, this incident should not have ended with Rayshard Brooks being shot to death.",3 years ago,0
269,@leomartin5965,The BROTHER WAS STRONG AS HELL . HE GOT AWAY FROM TWO PIGS .,3 years ago,0
270,@khriskeane6800,"This overall was just a bad situation, it was very unfortunate",3 years ago,12
271,@jonathanulloa1109,This is why cops need to take Jiu-Jitsu/Judo or any MMA class so lethal weapons don't need to be used because even a taser can be lethal on someone with a heart condition.,3 years ago,0
272,@Morn2moon,"WATCH THE FULL CLIP for yourselves. What strikes me about ALL these circumstances is each ""victim"" was breaking the law in some way or another (hence why the police were there in the first place). So... whatever happened after that especially in this case,; the ""victim"" brought upon himself. When honest decent people are randomly picked up and shot by police... that will be a discussion worth having. But in these cases... ARE YOU KIDDING ME???? The Devil is a LIE!",3 years ago,0
273,@asablack1364,"I don’t care what color you are. You pull a stunt like that, you’re going to get shot and deservedly so. YOU CAN’T DO THAT $HIT. It’s just bad parenting. This is what happens when everyone gets a trophy and there is no father around to kick a$$ when needed. It’s a tragic situation.",3 years ago,0
274,@JamesDavis-mg8ih,"This was NOT a racist shooting or death.... The guy was intoxicated..... The guy resisted arrest...... The guy ran away and tried to turn around and use it on the police. In defense the police shot him in the altercation. It is hard to judge the police with what happened this night. Let the FBI review it under investigation, but this officer did his job. He did not deserve to lose his job.",3 years ago,1
275,@javieremoya,"These were his options
his options were 
1) resist arrest
2) resist arrest and run",3 years ago,0
276,@erickagrant7646,Where's the fight and the taser being stripped from the cop? Way to go CNN...great coverage.,3 years ago,7
277,@tshepomarumo1344,"everybody wanted to go home after that incident, so sad. On this day resisting arrest would be the stupid thing to do, i dont understand why he did.",3 years ago,0
278,@jcruz6453,"You shouldn't use deadly force, but if he hits the cop with the tazet and then takes his gun? He had already taken the tazer. I just don't get why they don't just take one shot that isn't lethal. The guy would stop at that point.",3 years ago,0
279,@Nanaivko,The guy appears to have taken one of the cop's taser(watched another video of this)...I don't get it: why do they need to kill him if he is running? It would be quite enough to shoot to injure i think....,3 years ago,0
280,@gapyrodawg569,"Don't forget folks while your feeling sorry for him. Had he gotten away, Atlanta Fugitive Squad would have been looking for him this week. He was going to prison for his actions after the attempted handcuffing. This man did everything wrong one could do from that point forward. He wasn't killed a Racist cop looking for blood, he got himself killed by being stupid AF and it's evident to any sane person. Once you get to fighting with the cops all bets are off and anything can happen, regardless of race, sex, or state of mind.  For those that say they could've let him walk home. Had he come back and got that car a hour later, the Atlanta police department would've been held accountable had he hit and killed someone. Remember folks he was so drunk he passed out behind the wheel. This wasn't a man that had a few beers and got caught. He had enough to pass out. Either he can't handle his alcohol, or he over indulged and put others at risk driving.  I've seen people get DUI's on there own street, if the keys are in the ignition, and your under the influence. It's a DUI plain and simple. Plus what really pisses people off, had this been a white man, you wouldn't even know his name, but because it's a black man shot by a white officer, his actions are dismissed and it's automatically the cops fault. I hope this officer Sue's the shit outta the city, and your a fool if you think he will get convicted. This man attacked these 2 cops, he literally punched them several times. He was going to prison had he gotten away. All on camera too.",3 years ago,1
281,@RoadTripA1A,Why was the officer fired?,3 years ago,0
282,@pt3022,"Cops these days...""Don't Comply you gonna Die. period""",3 years ago,99
283,@Nutzac,This is one of the legit borderline situations that shooting a suspect COULD be justified.,3 years ago,3
284,@tylerbutler3360,“Taser is less than lethal.”                              In Georgia a taser is considered a lethal weapon,3 years ago,5
285,@RayTutajjr,"IF HE IS RUNNING AWAY, YOU LET HIM RUN AND LEAVE!! YOU  GOT HIS CAR THERE, RUN HIS LISCENSE ETC. CATCH UP WITH HIM LATER.  If he wants his car tell him come down to the station and get it.  No sense killing a man.",3 years ago,0
286,@mjoh090,"How does that police officer, and the police force, justify killing a person by shooting them in the back as they are running away from a suspected DUI, having previously confirmed that the individual was unarmed with a deadly weapon? The reckless disregard for Rayshard’s life demonstrated by the police officer’s decision to fire his weapon into the back of Rayshard as he fled, indicated the degree to which Rayshard’s life mattered to that police officer.  Rayshard’s life did not matter to that police office. The unwarranted deadly force used by the police officer who shot and killed Rayshard as he attempted to run away, amounts to murder.",3 years ago,0
287,@briankeyes268,"Well, they knew who he was, had his car and they could have just gone to his home and arrested him.
I never understand why they shoot people who run. Maybe they need some better fitness training if they can't run down a chubby man.",3 years ago,0
288,@dixiecup6668,I will never understand shooting someone running away.,3 years ago,5
289,@smittynumber1812,Imagine being a cop and getting overpowered by a drunk dude who just woke up. They should be fired just for that,3 years ago,7
290,@bubba14life,Duane’s honesty,3 years ago,0
291,@davidwislowski6351,Now i know the reason why i was never hired as a police officer.,3 years ago,0
292,@yang-it-yin7002,"I believe that in this in particular situation is not even remotely the same as the Floyd and countless other situations. I think it is important to make a distinction, that way unnecessary attention cannot lessen the justified gains for change that that Floyd tragedy has provided. There is plenty of issues of wrongful conduct and how The Police officers handled this particular case and their use of deadly force. But I cannot say it was racially motivated.",3 years ago,0
293,@crimecentralnow,what if the drunk guy that took the cops taser actually hit the cop with the taser and he runs and grabs the gun and shoots the cop or an innocent stander?  If he is drunk and grabs a taser what makes ppl think he won't grab the gun?,3 years ago,0
294,@denverbroncos3843,"Yes edit out the parts for the he punched the cops in the face, if he would have complied you would be alive",3 years ago,9
295,@AK33M,I understand that he shouldn't have resisted arrest and was driving drunk. I know he took their taser. But I still don't think they needed to shoot the man.,3 years ago,0
296,@michaeldileo8815,"I can't see why anyone would want to be a cop anymore.  This is such a risky job that doesn't pay enough for all the shit you have to deal with.
For all the good officers out there (and there are many) thanks for all you do.
#blacklivesmatter#bluelivesmatter#alllivesmatter",3 years ago,1
297,@kafaya77,guy had some drinks and probably smoked some weed having a good night he had a good 30-40 years of life left but he decided to resist arrest.  smart move.  he probably had some priors/warrants or something.  i committed a crime once and the cops pulled up behind me and I just unbuckled my seat belt but didn't get out because I didn't want to get shot and waited for them.  they opened the door and got me lol i didn't resist!,3 years ago,0
298,@Si1verRaven,"I have to keep it real he should have just gone into custody, with DUI he would have been out the next day. This is not all on the officers this time. Didn't have to shot him but if the taser incapacitated the cop everything on his belt including his firearm could be taken. Bad situation for all involved but this isn't like what happened to Floyd.",3 years ago,0
299,@antess1446,Stealing a taser is still no reason to kill a Person,3 years ago,0
300,@3PacBack,I would like to see the police camera front of the vehicles.,3 years ago,219
301,@vincef7487,"Rayshard Brooks DID THE RIGHT THING! He may have been too drunk to drive. He didn’t continue driving. He pulled off the road to sleep it off, which eliminated any chance of him becoming a hazard to anyone or anything. 
His family should lawyer up and seek whatever compensation can be had in order to get the point across that CHANGE needs to happen.",3 years ago,0
302,@empathyman3436,"Take his keys, and let him go. When he comes to get his keys, when he’s sober, he also receives his DUI citation.",3 years ago,2
303,@michaels3203,"He was restless, tired, whatever. He's falling asleep OK I get that, but the line was moving forward obviously, no other customer was blocked from getting service. He was moving forward in line. No criminal activity was taking place. Whose the Karen that called the cops on him? I bet the caller feels pretty guilty as well.",3 years ago,0
304,@dominickray5103,"In the original video, BEFORE THIS WAS RELEASED. You can clearly see that he took possession of the polices weapon and aimed back at them.",3 years ago,0
305,@dustinlynne2697,How many warnings did the guy get?,3 years ago,0
306,@Squidbillies1000,Running away with a less than lethal weapon does not require deadly force.,3 years ago,13
307,@henkfourie9862,"“ he’s not in possession of a firearm so he cant hurt you “ 
proceeds to grab taser (yes the taser is non-lethal but if he tases the officer then he could take the officers gun could he not ? )",3 years ago,6
308,@marisol8924,"When i was in high school, they taught us how to behave if we ever got pulled over by an officer. My school had all races, including whites. Is that still not taught in schools? If not, then that should be something BLM should be asking for when requesting policy changes.",3 years ago,8
309,@chrisgedde6560,He probably thought that the officer was planning to take his costo card.,3 years ago,0
310,@fredthompson1674,"My step dad was a sheriff for 30 years. He’d just let the drunks run and watch as they’d gas out several hundred yards away. Later on he worked the K-9 unit for about 6  years and NOBODY ever ran or acted up. We cool. Problem solved, more police dogs.",3 years ago,1
311,@christru22,"The cop shouldn't go to prison, yeah he could of solved this without his weapon, but shit happens in the heat of the moment. Yeah he dodged that taser and the guy probably planned to keep running until he got away. This same shit happened last weekend where the cop actually got hit by a taser, but they never killed the guy. Not everybody will respond the same.",3 years ago,0
312,@CaptainOnyxShow,"It's deadly to have a taser, specially one that does not belong to you.",3 years ago,7
313,@ChiefJayBinns,"Checks car finds nothing
Checks person finds nothing
Find zero drugs or drinks in the car
Gives field sobriety test and he passed",3 years ago,0
314,@williwub3648,"Although the cops assumed that the driver was drunk, they told him to move the car and then charged him for drinking and driving?

One should definitely not fire a taser towards a cop.",3 years ago,0
315,@jrbland18,"the POLICE would have finished arresting him and trying to put handcuffs on him, this man would have been alive. Instead this GIY started fighting POLICE and pulled the taser from cop. Started running and turned around and firedtazer toward cops. Then 1police officer shot him and then they did CPR  on him.  Sorry this guys life ended but, if he didn't do what he did, he would still be alive.",3 years ago,15
316,@jacantu10,"""The Officer Tatum"" YouTube channel has the angle they're not showing you!  And, he even explains why deadly force was justified!

Highly recommend his channel. I love his videos, at least most of them. Even if you are a Leftist, it'll provide a distinctive view of officers.",3 years ago,0
317,@awahpahpow7735,You have his car. You absolutely should have let him go. Get him later.,3 years ago,0
318,@1deepstar,So cops couldnt handle a drunk guy sleeping in his car without shooting him. Looks like they spent too much time training to kill and not enough time on hand-to-hand and grappling skills.,3 years ago,14
319,@sarnahudane4583,"Well, one thing is for certain, he wasn't that drunk if he overpowered and managed to take a Tazer from and outrun TWO cops. That man was not drunk.  Not forgiving his actions, but it could have been handled differently.  This did not require getting shot in the back three times simply because he was outrunning you; the man had no deadly weapons on him.",3 years ago,0
320,@ckaz007,"Brooks made a plethora of bad choices the night he was killed, including, fighting with the police, resisting arrest, firing a taser at the police, and having the munchies and falling asleep at the Wendy's drive-thru.",3 years ago,0
321,@hastinmartin4247,2 ppl died in police custody in my city today,3 years ago,0
322,@mr.nobody4385,"So, we really not gonna hold this man accountable for ANY of HIS actions that lead to the shooting? EVERYTHING is on the police officers? It's okay for him to act the way he acted, but, regardless of that, they should have made sure he was safe? I don't think the police did anything wrong. If he cooperates fully, he's still alive...the police isn't forced to react.",3 years ago,1
323,@rebelgordo2339,If that  cop just stood there got out his notepad and brainstormed some ideas this wouldn't happen.,3 years ago,0
324,@starrwashington557,"He fought with officers and tried to steal their taser then ran off?
They've burned that branch of Wendy's down?
Uh.",3 years ago,227
325,@Rugaworldpeace,"Should of been DUI resisting arrest and if u wanna stack the books felony assault may even be able to sprinkle with a deadly weapon, it should not be a death sentence. And if 2 cops can’t subdue 1 drunk man I really think they need more physical training",3 years ago,0
326,@MatthewMoscotto,"Big issue... Cops didn't even explain thoroughly to him why he was being taken. Definite feeling of ambush. But this man resisted arrest, got in to a fight with 2 officers, grabbed a taser, went running and while running turned back to shoot at a cop... That was the perfect recipe to get shot and killed. In these harsh times, they were better off letting him run and just using the info from his vehicle to track him down and arrest him within 48 hours.",3 years ago,0
327,@jimmiranda7181,"Legal limit in Atlanta Ga is .08 so he was legally drunk. Why did he run? Maybe he had a warrant, suspended license? Stolen vehicle? If not, why run?",3 years ago,0
328,@rickcook7987,"Is it possible for a policeman to shoot at a non-lethal area of a human being??? If they're trained to Shoot-to-Kill at ALL times, then this practice REALLY needs to change. How FK sad for this mans family. And if he just would have complied!!!!",3 years ago,0
329,@littlelady.7vidhyavishal376,It's not ok to shoot at someone that running from you point blank. You alone use the damn gun if your life is Threaten. They are wrong they should know how to handle this situation without using a gun. A teaser can also kill a person. The police department is doing but harm to the public damn how many people going to die in order to see some real change smh.,3 years ago,0
330,@libtard678,"Resist arrest, fight two officers on ground, take taser and point it at police. Wonder why he got shot?",3 years ago,9
331,@ApothecarySong,"I’m pretty sure deadly force was warranted because if the cop was tazed the suspect, who was already violent, could grab his weapon and put more people in danger.  Hopefully we learn more.  Moral of the story is, don’t fight with the cops.  Don’t commit crimes and you’ll never have to be in that position.",3 years ago,0
332,@mitchc5538,I’m sympathetic but if he’d just complied he’d probably be leaving the drunk tank right now,3 years ago,0
333,@tomdairy4305,If he wasnt drinking and driving this would have never happened,3 years ago,4
334,@saint6563,"Cops not hired to be Judges,
not hired to be Jurors,
nor hired to be Executioners.
Any Cop doing any of those actions",3 years ago,1
335,@Cadmus9501,"Imminent danger you say, well in the full video when the police officers try to arrest him, the man resisted arrest, fought them off and then one of the cops uses his tazer, which didn't work. At that time he grabs the cop arm and tries to take away the tazer from the police officer, at that point the cops had no choice but to open fire. It's all on the full lenght video, this video makes it seem the cops shot him for no reason.",3 years ago,0
336,@cameronsullivan6745,The media is killing this country’s soul.,3 years ago,10
337,@jeffrymceden4423,"Okay okay... He was being compliant. He was unarmed. Up to the point where he was being arrested (for an infraction that didn't require you to be arrested, just send him home) he did everything right. I don't know why he was running away, but killing him was just plain stupid.",3 years ago,0
338,@danchavez8987,"It seems to me that the shooting was uncalled for...if the officer was alone and was going to be tased while chasing him...a different story...but if the one cop of the two that shot him felt like someone's life was in danger from a taser...says all cops endanger lives every day using tasers...you can't outrun a radio, and they had his car...",3 years ago,0
339,@phillip505,I feel like the audio of the shots tell a lot. Shooting once at the guy would would be ok as he fired at police first but three times!?! Three times is shoot to kill and completely changes my viewpoint on this as being too much,3 years ago,1
340,@ramonaclo7646,Is it possible to take the guns away from police? Or get permission to use deadly force?,3 years ago,0
341,@Emzyenerosisor,You don't have the right to kill a drunk person,3 years ago,0
342,@Banana-wu6te,"2 Wrongs Dont Make A Right.
He Was Wrong For Resisting Arrest BUT The Officer Was wrong for using deadly force",3 years ago,10
343,@davecooke7868,"The police need tactics like choke holds to subdue a suspect that is fighting with police , the only thing is when you have the suspect under control it’s time to release choke hold and put suspect in car which they did not do in Floyd case. It wasn’t the knee on the neck, it was the timing once he had Floyd restrained he should have put him in the car  and that’s why they are charged with murder because all three cops had their knees on him",3 years ago,0
344,@greyfortitude18,For some reason. This was a bad timing and i feel bad for the family of the officers who lost their job and probably being life threatened right  this time when all they did was do the calm process and had to defend themselves. Race is not the issue here.,3 years ago,0
345,@jeffmahoney1271,"Is this expert on drugs? ""they patted him down so they knew he was unarmed"" did he miss the part where the guy stole a taser....",3 years ago,1
346,@professorfarmgirl9662,"Can you be armed with a taser? If so, he was not ""unarmed"".  Too bad he turned around to shoot because looks like he might have gotten away if he'd just kept running.",3 years ago,0
347,@jamesellenberger7345,Our whole country is in turmoil from the issue in Minneapolis. Let the suspect go as he runs away! Who care! Have his car impounded. He had no weapons! This is just fueling the fire! Bad judgment call on the officer! THINK!,3 years ago,0
348,@relentlessruthie9758,"I’m not watching the news anymore. I’ve been so focused on watching every news network at night time that I even go to bed way past 9pm and this is not ok. 
I’m done. I’ll come back whenever we have positive news I’m over it now. I’m over it.",3 years ago,223
349,@shawnm.7450,"Watched the whole 42 minute long video and the guy definitely was wrong. Cop was wrong for not shooting legs as well because how he was behind the suspect, he could've shot the legs just as easily he did the upper body.",3 years ago,0
350,@israeldaniel9268,"It was a short ranged non lethal taser againt officers with armor. The taser missed and it only has 1 shot. So they coulda tased him (the partner whos taser wasnt taken) and apprehended him. The shooting was unjustified as the suspect didnt have  a ""weapon"" to use against the officers in that momemnt anymore.",3 years ago,0
351,@4as749,So did both body cams fall off? Where is the footage from the camera that's not on the ground?,3 years ago,0
352,@fungames7403,Everyone needs to understand that man has reason to fear being handcuffed he saw George Floyd who cooperated until he died. Problem is the police need to be trained they are peace officers and they need to train how to take down a man without gun. Two officers on one drunk man who just woke up should be able to take him down without a taser. Should be willing to chase him on foot and be in shape to run him out of breath. If police do not want to be physical and are too afraid that they always turn to their fire arm they should do something else.,3 years ago,0
353,@storage-space4927,Common sense is not that common anymore :(,3 years ago,0
354,@Amroth228,"They should have let him run, they have his car.",3 years ago,175
355,@jfh667,"While they could have let him run, impound his car and try to catch him at his home address. I have a whole lot less compassion for people picking fights with the police, wrestling their weapons from them, to avoid getting arrested for drunk driving.",3 years ago,5
356,@jbwong82,I just got done watching the entire video which was over an hour long. They were cool as hell with him . Pretty much he done fucked up himself.,3 years ago,0
357,@albertod6770,Real reforms needed now.  Every police officer should re-apply for their job with higher standards required.,3 years ago,0
358,@mattyouto,"Does anyone have statistics for police shootings, with death rates? They seem (I could be wrong) that they appear to be shoot (multiple times) to kill? Does anyone end up with just a minor injury?",3 years ago,0
359,@KINGZ44four,"Their ego and pride wouldn’t allow them to accept this black guy out wrestled them and got away, so they decided to shoot and kill rather than just accepting he got away momentarily and to just send an arrest warrant later at his address.",3 years ago,0
360,Unknown,"After being trained for many years, you could not use any technique to tame an unarmed man. Useless",3 years ago,7
361,@SheldonShooter,"The suspect was willing to do anything. He did fight 2 cops, stole a taser (weapon) from them and pointed it against them. You can not risk that he tasers you and get your gun. The shots were 100 percent legal. The mayor of the city should retire for falling into the 2 cops back so fast.",3 years ago,0
362,@FPVREVIEWS,"Not up to me to determine, but if he takes the cop's taser, and tries shooting them with it, the cops are in danger of being incapacitated (what the taser is for) and then their deadly weapons could be taken, so from the cop's point of view, it's the same as if he took their gun.  (and for all practical purposes its the same, because after he successfully tases a cop, NOTHING stops him from taking their firearms.  And since he has already shown intent to use force against them, it's reasonable to assume he would continue to do so if given the chance.   It still sucks that they chose to shoot him, and could not deal with it in another way that did not result in his death, but this will be hard to prove that it was not justified, because it's relatively easy to prove that it was.   Sad all around, and condolences to the family. There has to be a better way.  how about throwing him the cuffs and asking him to put them on?   not sure, but somebody figure something out, so this does not keep happening.",3 years ago,0
363,@LamePseudonym1,Clean kill.,3 years ago,0
364,@candybroughtitup,It looked like he had something in his hand when he turned and pointed at them it’s not fair to the process of getting justice if we lie/omit information regarding the situation.,3 years ago,4
